attempt_id,gps_distance_m,time_gap_minutes,call_made,is_cod,exec_historical_fake_rate,minutes_to_shift_end,pincode_tier,credibility_score,profile
5a5ed49d-7c31-4b03-80ef-5b37fba015c5,800.0,18.9,0,1,0.3376,10.0,2,0.4312,LAZY_SKIP
c81ba4b8-5b74-49db-ae0a-6c0f5c886078,130.8,28.9,1,1,0.076,247.7,2,0.8784,GENUINE_ATTEMPT
df32be5f-7961-4694-b124-a19eb3d2179e,2014.7,6.3,0,0,0.1156,270.5,2,0.45,LAZY_SKIP
364ccadb-4efd-49e2-9c29-7dcf780ed423,524.9,30.3,1,1,0.144,198.7,1,0.75,GENUINE_BORDERLINE
a58ed0c5-c044-4c3f-b2c3-be8848fc6834,244.2,26.6,1,1,0.0828,454.3,3,0.9512,GENUINE_ATTEMPT
5d3a640e-5610-421b-b838-b550561be8ac,27.3,10.0,1,1,0.0933,173.7,1,0.8098,GENUINE_ATTEMPT
236f58cb-c46c-4b6b-87b6-d9e0c6ebff7f,183.2,42.6,0,1,0.0558,260.8,2,0.75,GENUINE_ATTEMPT
a01375a1-065d-4fe2-a189-4178a9710017,10.0,36.6,1,0,0.0297,223.8,3,0.8665,GENUINE_ATTEMPT
7d55e2a6-c57a-4e4d-89e2-faf2d3852aae,287.5,58.1,0,1,0.116,478.5,1,0.75,GENUINE_ATTEMPT
4e1f8ded-3963-48e2-8094-86edb00d7e73,3326.9,9.9,0,1,0.3149,256.5,1,0.337,LAZY_SKIP
5537996e-ea7a-4ff4-b2ee-4add9d79ffc5,10.0,44.3,1,0,0.0525,149.5,3,0.9389,GENUINE_ATTEMPT
a75aabbc-c80c-4e52-92be-130a0cbb155c,2406.9,16.3,1,1,0.1724,15.1,3,0.45,LAZY_SKIP
f165ea98-0178-4555-af60-dfbbbe756c87,1840.3,13.5,0,1,0.2127,169.8,2,0.2,SYSTEMATIC_FRAUD
2604546d-d969-4302-9809-a11f44fcf2d8,4491.5,6.4,0,0,0.1431,8.4,1,0.2203,SHIFT_END_DUMP
a46291c9-aa3e-46c7-b6da-2e67df6cf4b1,4828.9,6.5,0,1,0.3803,67.2,3,0.2,SYSTEMATIC_FRAUD
4257f5e9-94d0-4099-9d96-2bbc1560a91c,93.4,52.0,1,0,0.0186,395.1,2,1.0,GENUINE_ATTEMPT
3a9ca00b-94fb-45c5-b673-54edaf0aaa76,145.3,36.4,1,1,0.1422,192.8,1,0.7627,GENUINE_ATTEMPT
da8d1479-dbf7-4398-afa3-6b6158432acb,688.6,34.1,1,0,0.1031,139.3,2,0.75,GENUINE_BORDERLINE
9fb750e0-7a31-4b53-af72-d12f95f3e6c1,219.2,37.6,1,1,0.0682,49.7,2,0.9043,GENUINE_ATTEMPT
e445363d-2cef-4170-8d6d-d5c288d16cca,104.4,20.5,1,0,0.0059,438.1,2,1.0,GENUINE_ATTEMPT
38c53c46-a0e9-46af-99cb-d067e191e573,1228.2,46.8,1,0,0.0005,332.9,3,0.75,GENUINE_BORDERLINE
73b14209-8b9c-4276-9034-4f21bee2ad51,200.0,57.5,1,0,0.1327,329.9,2,0.75,GENUINE_BORDERLINE
5e67dacc-02df-4978-a9ee-3f8341bcbb5e,1880.6,24.0,0,1,0.05,104.6,1,0.45,LAZY_SKIP
25d9109f-e0c5-472e-aa52-4e4cdaf9ce13,3197.6,9.7,0,0,0.3309,124.9,3,0.2,SYSTEMATIC_FRAUD
d70b34c6-47ac-47d6-957b-1c89a1318d9a,3575.5,1.0,0,1,0.2178,40.8,2,0.2,SYSTEMATIC_FRAUD
908c03df-5909-4414-a356-012b74dd04ac,743.0,47.7,1,1,0.0128,243.4,2,0.75,GENUINE_BORDERLINE
3ca3520a-9da9-4e21-bec2-4f036b4920d4,850.4,26.0,0,0,0.0785,326.7,1,0.6801,GENUINE_BORDERLINE
321c58ce-bb35-4ede-88bb-85ce05851e53,304.1,51.8,0,0,0.1135,336.5,2,0.75,GENUINE_ATTEMPT
e0aa2906-5aa2-4c33-966f-22597dfb3d4d,100.4,49.3,1,0,0.0689,58.4,1,0.9007,GENUINE_ATTEMPT
65adba88-ad6f-4d05-9f3b-c188dd25d8cb,902.5,25.8,0,1,0.05,258.8,3,0.45,LAZY_SKIP
0d00cab8-52ce-4d79-91fb-9f2473bc1c69,10.0,50.5,1,1,0.0297,289.1,2,0.9583,GENUINE_ATTEMPT
77ce984a-7721-45d7-950a-256e1c90364c,830.3,62.2,1,0,0.1359,69.0,2,0.6796,GENUINE_BORDERLINE
64d6187a-7fef-439e-a1c2-8fbc1b8f7db9,110.1,43.1,1,1,0.0817,216.9,1,0.8219,GENUINE_ATTEMPT
2db636c5-af76-4e40-8ac2-5123ea314e9f,307.8,44.3,1,0,0.057,159.7,2,0.8404,GENUINE_ATTEMPT
d642b779-0324-4d9c-8f8d-d4ea0e0be70f,68.5,49.8,1,0,0.0751,471.6,3,0.8238,GENUINE_ATTEMPT
6b048f59-3c7c-4603-94cd-9511887d6189,41.5,24.7,1,0,0.1054,299.4,1,1.0,GENUINE_ATTEMPT
4ae7f12a-4279-44bb-8118-fe18cd016a2c,63.2,33.5,1,1,0.0287,186.1,1,0.9296,GENUINE_ATTEMPT
b4f3bde6-3aa4-4efb-a7bf-5becb7a81c0a,273.2,34.3,1,0,0.0512,233.0,1,0.8962,GENUINE_ATTEMPT
33b3fdbc-579c-4708-a182-91501bc3498c,121.8,15.7,0,1,0.0307,265.5,1,0.75,GENUINE_ATTEMPT
ccb98867-27db-4cfe-8d98-26e665b0439e,238.3,10.1,1,1,0.0525,301.5,2,0.8098,GENUINE_ATTEMPT
bdc41ac7-3dd0-4ad4-a918-765dbe64921e,1199.7,9.2,0,0,0.1131,40.5,2,0.45,LAZY_SKIP
7a3871d1-e29b-45eb-973a-f3302973b51b,95.7,22.4,1,0,0.0731,158.4,1,0.8834,GENUINE_ATTEMPT
4f4b6135-7113-4df4-a4a8-7767cfae7ca0,80.7,50.3,1,1,0.044,422.9,1,0.9141,GENUINE_ATTEMPT
843ed928-4343-429e-bec3-4fbdab0bf6a4,1399.1,11.6,0,1,0.2088,10.0,1,0.45,LAZY_SKIP
815ef5bd-bc23-46a2-9021-7768cda5d0ee,118.5,42.2,1,1,0.0787,360.9,1,0.882,GENUINE_ATTEMPT
4f7b2be5-0a18-40e2-b612-3930ec1f1882,245.5,45.4,1,0,0.0694,366.1,1,0.8847,GENUINE_ATTEMPT
4cdba224-188b-43d6-94e7-e8a6bf18dc7a,272.9,54.2,1,0,0.1068,335.8,1,0.75,GENUINE_BORDERLINE
87d7bdda-241b-47ed-9d9d-f36f9c888f11,1022.7,11.9,0,1,0.2921,127.7,1,0.2,SYSTEMATIC_FRAUD
6943e9b8-9848-49e3-9c86-364befaa9b39,356.2,39.6,1,1,0.0632,167.3,1,0.75,GENUINE_ATTEMPT
f1371b85-f741-44c8-99b9-a0ead8634464,2824.6,3.9,0,1,0.1799,222.7,1,0.2,SYSTEMATIC_FRAUD
f8aa3e35-2ab8-4b42-8581-fb3c2a6be710,127.1,40.1,1,0,0.0,387.4,2,0.9903,GENUINE_ATTEMPT
bced01a2-2283-4646-a885-7c69822ddc31,10.0,24.4,1,1,0.1103,300.7,1,0.922,GENUINE_ATTEMPT
d3a09ce3-847c-438a-9725-5188201329da,126.5,41.4,1,0,0.0808,313.5,3,0.8314,GENUINE_ATTEMPT
f2526bb7-a3c3-4f1c-8198-c068b50139ff,1022.0,64.7,1,0,0.0623,243.8,2,0.75,GENUINE_BORDERLINE
47ca27c9-1ccd-44f8-862f-9a101de71580,3260.8,8.6,0,0,0.3537,21.8,2,0.221,SHIFT_END_DUMP
cc8cbdb1-17a7-4230-9110-4b6be108fa79,235.6,37.2,1,1,0.045,148.2,3,0.9297,GENUINE_ATTEMPT
c61f38bc-2818-4d14-963a-9f5fe6daabcd,137.7,38.0,1,0,0.0,87.9,2,0.9122,GENUINE_ATTEMPT
e01dae31-bb31-4ca3-b77e-706157ecc91a,1564.5,10.5,1,0,0.15,136.5,1,0.2,SYSTEMATIC_FRAUD
a3b8c213-2294-49cc-8c80-a1bc2742fd22,227.8,25.1,1,1,0.0785,211.1,1,0.898,GENUINE_ATTEMPT
88736bb0-8900-44e8-bbdc-89d442323272,158.7,45.1,1,1,0.0529,101.0,1,0.7557,GENUINE_ATTEMPT
4cd234a5-1d5b-4b9a-881a-d108778bec95,3416.4,9.2,0,1,0.3218,10.0,2,0.3102,LAZY_SKIP
7137468e-3457-47f2-bcec-7e677c861717,911.7,25.5,1,1,0.1317,59.6,1,0.7429,GENUINE_BORDERLINE
eafac19d-6158-4f45-99d2-a008af9660bd,768.2,70.3,1,1,0.0179,366.8,1,0.75,GENUINE_BORDERLINE
80bf3e88-730c-42b9-a111-97176fafe165,3272.2,3.7,1,0,0.1869,23.6,1,0.3,SHIFT_END_DUMP
044476bb-3aa2-4a52-a0b7-0913188c63c0,145.0,38.5,1,0,0.0539,431.6,2,0.9129,GENUINE_ATTEMPT
a4c60225-81b7-49d6-bfc8-3f4ff7d002cb,3044.8,22.7,1,0,0.1698,172.1,3,0.45,LAZY_SKIP
f4b6f426-cbbf-43d1-9418-9f8e99c04b72,200.0,36.0,0,0,0.078,386.9,3,0.6445,GENUINE_BORDERLINE
e705cbd6-af0e-4681-a075-e287bb26573b,2851.6,15.0,0,1,0.2008,209.0,3,0.4057,LAZY_SKIP
e938c65c-e0bf-4185-a630-724d9c8ad34d,304.9,37.2,0,0,0.0104,167.1,2,0.75,GENUINE_ATTEMPT
b1a44d68-8df0-47e5-96b5-f9346bc94234,244.9,33.2,0,1,0.0691,421.8,1,0.75,GENUINE_ATTEMPT
d7f80b1f-b4d1-4cd6-b226-1de67f6c6137,52.0,43.0,1,1,0.0368,440.2,1,0.918,GENUINE_ATTEMPT
762e1ec6-052e-45ae-a39e-68a7d04ad240,10.0,17.6,1,1,0.0465,191.6,3,0.9007,GENUINE_ATTEMPT
b1b630f5-9518-4491-a880-200287ea7939,265.5,14.1,1,1,0.0481,436.8,2,0.9417,GENUINE_ATTEMPT
d87b66c3-4ab5-4fb2-9fc1-3d57cbe53026,3958.8,6.1,0,1,0.3547,17.7,2,0.1866,SHIFT_END_DUMP
17b4a983-5fef-4cd0-863b-18d287ca9fdc,625.6,96.5,1,1,0.0318,146.3,1,0.634,GENUINE_BORDERLINE
39f1c56a-ed24-4fac-9ec5-7778b7a3cda0,706.4,70.5,0,0,0.125,65.8,1,0.5,GENUINE_BORDERLINE
c4ec1c85-c8da-4c88-bf27-c01fc439f740,352.5,37.9,1,1,0.046,82.6,1,0.8557,GENUINE_ATTEMPT
f0cbc45b-1287-4dd3-aa7b-01d4ebf6e90f,63.6,19.2,0,0,0.0199,122.0,1,0.75,GENUINE_ATTEMPT
8a3121d3-4fc8-48ed-93b6-b04e289854f0,4091.1,6.7,0,1,0.3773,13.7,3,0.1477,SHIFT_END_DUMP
dfb990bf-ab86-42a3-851d-2e977971add5,2446.9,15.1,1,1,0.3977,118.1,3,0.2,SYSTEMATIC_FRAUD
3d300058-1a00-423e-b91d-35e3ae167ff9,10.0,35.7,0,0,0.0378,149.3,2,0.75,GENUINE_ATTEMPT
e8c1a6d0-ea0c-48b9-bbbf-97cd8adf5ac4,134.2,30.0,1,0,0.0013,264.7,2,0.9413,GENUINE_ATTEMPT
9f438147-d435-4f1f-ba96-94b01810669c,4985.2,6.8,0,1,0.2677,49.0,1,0.2,SYSTEMATIC_FRAUD
936c45de-fc82-4564-b89a-f794b810645c,1953.4,16.0,0,0,0.1153,142.8,3,0.45,LAZY_SKIP
ec0a206b-81e7-408c-ad54-da553effef6e,2315.8,20.3,0,1,0.1955,91.9,2,0.4476,LAZY_SKIP
c56b91cb-a61c-4bf5-8136-d15c6b2baaad,216.0,36.9,1,0,0.0366,307.4,3,0.9192,GENUINE_ATTEMPT
347279a4-01d2-486c-a919-ed466d7bb920,414.8,38.3,1,0,0.0632,160.9,3,0.9898,GENUINE_ATTEMPT
eea7cf5c-2b67-45eb-9859-b9601668e1d0,714.8,17.6,1,1,0.0896,150.7,3,0.75,GENUINE_BORDERLINE
8c96579a-792a-40e4-9b79-abdf6a8e3c17,4230.2,6.8,0,0,0.0541,9.8,3,0.2422,SHIFT_END_DUMP
444e6ba7-d2ba-4313-920a-5d2a436c5f01,348.4,56.4,1,1,0.1528,317.3,3,0.75,GENUINE_BORDERLINE
dab505e1-a306-40fd-9d28-1858cb288cd3,800.0,14.5,0,0,0.1588,99.1,2,0.45,LAZY_SKIP
ad49ded0-d123-492e-b846-64aec2ee6892,129.2,43.4,1,1,0.0443,177.7,1,0.8687,GENUINE_ATTEMPT
0cddd0a8-babb-4b6b-912f-30c540b501af,185.5,28.3,1,0,0.0569,253.3,2,0.8798,GENUINE_ATTEMPT
a9fc2196-c662-4fcd-9ca3-0f147e0532c8,126.5,35.6,1,0,0.0579,112.9,3,0.8916,GENUINE_ATTEMPT
3c1666ab-72c9-4bf4-9fef-95231c1decac,1129.2,33.7,1,1,0.0838,395.9,1,0.75,GENUINE_BORDERLINE
4a483afb-c305-4f7f-8360-24eae7265e3e,273.4,68.6,1,0,0.0743,467.2,1,0.8352,GENUINE_ATTEMPT
14d8d7ff-529b-42ba-b963-fed394164492,161.0,28.8,1,1,0.0593,35.8,1,0.9164,GENUINE_ATTEMPT
64bfaa83-d173-4e02-a8ed-679736c27313,798.1,27.2,1,0,0.0613,381.1,2,0.75,GENUINE_BORDERLINE
09283d60-2286-425d-9425-37bd69caeffa,262.9,50.7,0,0,0.064,325.9,1,0.75,GENUINE_ATTEMPT
2aef0d51-9359-46f1-89ed-d8dd7e971a67,4038.0,1.1,0,1,0.3361,178.2,1,0.2,SYSTEMATIC_FRAUD
62059357-2a2b-4d71-9512-3dee81977d09,164.1,31.9,1,1,0.0251,365.2,1,1.0,GENUINE_ATTEMPT
3c6a522f-093c-4115-afe1-6fed3cbc1360,619.6,44.8,0,0,0.1078,187.3,2,0.6186,GENUINE_BORDERLINE
e7e59031-4f42-45a5-b68f-f546d066cf64,72.7,38.3,1,1,0.0654,190.4,1,0.8572,GENUINE_ATTEMPT
8b7ea229-09ee-4aef-a956-0c5acf4539bf,29.7,26.9,1,0,0.1035,141.6,1,0.8971,GENUINE_ATTEMPT
7b9ef240-150c-4d45-afe5-0f502df5e0a8,3424.7,8.3,0,1,0.4515,68.4,3,0.2,SYSTEMATIC_FRAUD
5aad9e3b-1711-4363-b020-db85f5248a50,4805.4,7.9,0,1,0.5,113.8,2,0.1904,SYSTEMATIC_FRAUD
70f9add9-e21f-416a-855e-77e74e720366,2734.7,14.5,0,1,0.2377,151.2,3,0.4356,LAZY_SKIP
73aa2a60-a309-4bd9-ac80-cc4b4862b000,163.6,50.6,1,0,0.0284,158.9,1,0.8663,GENUINE_ATTEMPT
bd2fbefc-75d7-4bd8-bacb-598f39ee6551,1020.4,78.0,1,0,0.1556,149.5,3,0.653,GENUINE_BORDERLINE
0ed247f5-b816-40c1-8cc1-92a2e0315c90,53.5,18.7,0,1,0.0463,258.3,1,0.75,GENUINE_ATTEMPT
d7ff035c-9d07-486d-9e5a-5ccea320e618,656.4,66.2,0,0,0.1281,311.2,1,0.5904,GENUINE_BORDERLINE
19950c99-7b21-4406-b8bb-28e791bf97d5,133.0,54.1,1,1,0.0402,305.1,2,0.908,GENUINE_ATTEMPT
346600ba-4f45-4cdf-8ef6-e459a23a9fe8,3399.9,3.1,0,1,0.1085,10.0,3,0.45,LAZY_SKIP
6de401e5-f87e-4f01-9183-8e749145e766,3865.1,16.1,0,1,0.3483,278.7,3,0.2,SYSTEMATIC_FRAUD
8414046b-15b1-4b8b-83a6-fe05c02717c2,3905.4,20.3,0,1,0.2409,291.0,2,0.399,LAZY_SKIP
23aefdc2-fbc9-409c-af97-867ddcfd88b2,3242.3,6.0,0,1,0.152,15.7,2,0.3,SHIFT_END_DUMP
a6303528-9fa1-4fd3-b06b-a2e83ce404d0,10.0,35.4,1,1,0.075,207.2,1,0.8863,GENUINE_ATTEMPT
82b5f704-66d4-4ffb-8176-d6c84e1e09fb,274.1,43.0,1,0,0.0591,451.9,2,0.9234,GENUINE_ATTEMPT
b311dca9-5f69-4125-b67e-0486b751ab6e,344.8,29.4,0,0,0.0354,138.1,1,0.8035,GENUINE_ATTEMPT
01d25e6c-9a06-400d-8c9e-bb0d513625c5,2029.3,3.5,0,1,0.2197,87.4,1,0.4262,LAZY_SKIP
7f6445bf-264b-445c-8352-71bbb9b350aa,293.6,36.6,0,0,0.1077,204.7,1,0.75,GENUINE_ATTEMPT
04df7cda-4669-4f21-9f01-afe187d71956,1088.2,36.0,0,1,0.0768,229.2,3,0.5823,GENUINE_BORDERLINE
c4806d8e-034a-4e3d-ad4a-8fa02ba7e602,447.9,35.1,1,1,0.0967,22.8,1,0.75,GENUINE_BORDERLINE
3b8f9a58-6c7d-48ce-a92a-b8d4c7f52b39,148.4,14.6,1,1,0.0356,49.0,2,0.7525,GENUINE_ATTEMPT
6707c276-e479-409e-a9f2-3ea6bbd38a5f,2560.7,25.3,0,1,0.2934,171.8,3,0.4067,LAZY_SKIP
5c64eaad-8f00-4da3-a728-e85b48eef44b,22.5,38.4,1,0,0.0774,466.2,1,1.0,GENUINE_ATTEMPT
2ade15da-105f-4906-b39b-0f2d88add0c1,10.0,36.9,1,0,0.0548,182.8,1,0.8607,GENUINE_ATTEMPT
207d9b65-e35e-4fa7-a26e-5bd61401a4cc,142.7,42.5,1,0,0.0051,242.9,1,0.9008,GENUINE_ATTEMPT
86baa216-1c2f-49c0-a5a3-ef1b50af2c2d,75.7,18.4,1,1,0.0271,216.1,2,0.9006,GENUINE_ATTEMPT
1714d68a-454c-46ac-b3e8-d0b9fb1d0bba,4011.5,13.4,0,1,0.3295,219.7,1,0.2,SYSTEMATIC_FRAUD
d37fec10-cd25-4435-9c7c-727d0412bbee,389.3,29.8,1,0,0.0281,112.7,1,0.8136,GENUINE_ATTEMPT
6cc9a2ab-5c34-4d7a-9c38-6f17309ac5a1,438.3,75.6,1,0,0.0891,130.6,2,0.75,GENUINE_BORDERLINE
29150a3d-8b6b-475f-9cc9-4a289e09b286,244.4,36.5,1,1,0.0,40.0,1,0.8374,GENUINE_ATTEMPT
65109e8b-c7f6-4c60-86c6-d2d3fe25a571,1127.0,57.3,1,0,0.0837,238.8,1,0.75,GENUINE_BORDERLINE
85cdd0cf-55c5-45f5-b8dc-5f8f498ab93d,69.7,10.0,1,0,0.0811,309.7,2,0.8672,GENUINE_ATTEMPT
fde7dca1-e8fd-438d-a7b8-84713e6e522c,233.0,42.5,1,1,0.0,217.7,2,0.8527,GENUINE_ATTEMPT
7969837a-21d0-4e11-8c64-bf6b81d2cdf5,190.9,37.9,1,0,0.0631,272.3,3,0.9225,GENUINE_ATTEMPT
3468f811-5dc8-470d-8dbd-7601f173a957,10.0,12.3,1,0,0.0184,76.6,2,0.7623,GENUINE_ATTEMPT
3a59b326-5d68-4f9a-a487-3988aab33f85,2943.7,6.2,0,0,0.2023,34.1,1,0.3,SHIFT_END_DUMP
f99a2f61-4ba4-44cd-9ad9-a0b9819dff56,61.7,33.6,1,1,0.063,302.7,2,0.8739,GENUINE_ATTEMPT
968831ab-609c-4d08-a4d1-19a3c0011f6f,881.0,25.9,1,1,0.0652,71.7,1,0.75,GENUINE_BORDERLINE
8b039996-da94-46a4-8e25-9da70d9b29ed,31.9,35.9,1,1,0.0093,330.2,1,0.9651,GENUINE_ATTEMPT
1475c7a0-a43c-40d3-a2f0-ad1f752a9310,126.5,39.8,1,1,0.0442,95.4,3,0.7731,GENUINE_ATTEMPT
f4d22be9-0c1b-400f-b036-604e0a0fdc49,2628.5,11.6,0,1,0.1664,10.0,1,0.3107,LAZY_SKIP
8beb5aee-0e79-4bf1-8313-d9d42a156a54,79.7,25.1,1,0,0.0932,269.6,3,0.784,GENUINE_ATTEMPT
f322991d-d62b-483d-8b55-00518d47310b,3980.1,2.0,1,0,0.0991,196.5,2,0.45,LAZY_SKIP
2728b1a9-c06e-494d-abb8-2a0e1552c286,540.5,34.1,1,0,0.167,71.8,2,0.75,GENUINE_BORDERLINE
01000c20-d173-43f5-aaf4-c315b63739c6,862.9,53.6,1,1,0.0009,246.2,1,0.75,GENUINE_BORDERLINE
d7c1d687-774d-4c01-9134-c5822a131bfb,2961.8,8.2,0,0,0.1581,17.3,3,0.2994,SHIFT_END_DUMP
98c3f895-024c-4ac1-8c1c-6359b55ff7a1,2009.0,18.0,0,1,0.163,10.0,1,0.45,LAZY_SKIP
33affe49-207a-41fa-b566-09ce67311b8b,116.1,30.1,1,1,0.0,213.0,1,0.9257,GENUINE_ATTEMPT
197fb055-ada7-4421-bcdc-5b6fc264a79a,339.3,22.7,1,0,0.0609,385.1,2,0.9191,GENUINE_ATTEMPT
2802e952-a38a-49c9-bf46-26960d2f3c24,2123.0,14.2,0,0,0.0823,72.9,2,0.45,LAZY_SKIP
ab1b1889-57a2-4f7c-b759-7cd966793b8a,139.6,23.9,1,0,0.034,74.4,3,0.8251,GENUINE_ATTEMPT
e4f5d5c5-9098-4192-b13d-f4c5459df3d8,55.7,38.2,1,0,0.0437,281.4,2,0.9396,GENUINE_ATTEMPT
2bc18a69-8376-4e94-87ff-5ac1bb4bdee7,2135.4,20.7,0,0,0.2179,73.7,1,0.45,LAZY_SKIP
b70df60f-1ec0-4474-9d9d-e96a72f2c6cc,659.0,36.4,0,0,0.1473,179.0,1,0.6721,GENUINE_BORDERLINE
45be85b8-f0e0-40d4-ac49-444f941fdac6,183.2,38.0,0,0,0.0,472.4,1,0.8138,GENUINE_ATTEMPT
fbf66345-8f15-4e47-a1b8-23f048ecc58c,10.0,36.0,1,0,0.0431,208.7,1,0.9183,GENUINE_ATTEMPT
130d2943-999c-4c50-ab0f-145f2c288004,93.6,47.3,1,1,0.0582,99.8,2,0.7724,GENUINE_ATTEMPT
730f95da-4a54-4650-ad05-07dd14765ae7,101.9,37.2,1,1,0.0849,430.8,2,0.908,GENUINE_ATTEMPT
03fd5549-24b1-4d48-9453-07daa6bbd042,787.9,42.0,1,0,0.2078,356.4,2,0.75,GENUINE_BORDERLINE
00ddc808-44b4-455d-8908-025751be17d3,114.4,24.3,1,1,0.0572,460.0,1,0.8901,GENUINE_ATTEMPT
13da2e71-8509-4087-9c0a-0e97588a99c3,19.9,30.5,0,0,0.0314,162.4,1,0.75,GENUINE_ATTEMPT
e241edc1-1b65-4dd6-9959-a7e4e5a3f147,3757.6,2.4,0,1,0.0913,7.9,1,0.3,SHIFT_END_DUMP
9ab16845-47ef-4f4b-b860-b128fab86e16,3306.4,16.7,0,1,0.1583,148.6,2,0.3683,LAZY_SKIP
2d740239-58ba-466c-bc49-0aa53889f160,135.1,30.6,1,1,0.075,184.1,2,0.9141,GENUINE_ATTEMPT
4b2597f4-5a1c-44b5-86c5-a18eb2b0d499,1025.1,16.7,0,1,0.1886,154.1,1,0.2,SYSTEMATIC_FRAUD
b76399d4-0a3c-49d1-b188-d85e2d1157a5,111.2,41.6,0,0,0.0864,338.9,1,0.75,GENUINE_ATTEMPT
f8aca913-4917-4ece-817f-77614dc12e8a,200.0,75.7,1,1,0.0,211.8,3,0.75,GENUINE_BORDERLINE
adad1d35-6b9a-4de1-b851-230c373ecec7,2567.6,15.6,1,1,0.3542,247.3,3,0.2,SYSTEMATIC_FRAUD
d4a8f85c-593d-4bec-af34-5c7771a88bab,2952.8,17.0,0,0,0.2117,67.3,1,0.4081,LAZY_SKIP
b6544bfe-920c-4ace-9ec3-7e5cc6ee9f9f,212.7,41.8,1,1,0.0299,144.3,1,0.893,GENUINE_ATTEMPT
3393769a-97e1-41d1-869f-59f6da502ff5,214.9,18.0,1,1,0.0908,266.1,1,0.8527,GENUINE_ATTEMPT
a2bb913b-b214-4347-bf82-901f9d458b62,3104.0,1.7,0,1,0.383,10.5,1,0.2535,SHIFT_END_DUMP
0101af7f-0dbf-4c36-aeaa-7178d68da8e4,1851.4,8.4,0,1,0.0757,13.9,3,0.444,LAZY_SKIP
dd85fafd-cdf9-4e75-80b7-f08d4b5178dd,10.0,58.0,1,0,0.0289,325.9,2,0.9341,GENUINE_ATTEMPT
11178902-d60d-4a76-ac29-ffc7a4be31d6,65.9,23.8,1,0,0.0072,244.0,2,0.7919,GENUINE_ATTEMPT
6985b6dd-3c23-4478-8682-87a9edd84fbe,78.5,23.4,1,0,0.0859,391.1,2,0.942,GENUINE_ATTEMPT
3d053653-ef14-4605-b902-0993639ac76b,2915.3,15.0,0,0,0.2598,38.7,2,0.3,SHIFT_END_DUMP
0a4c4b26-5f44-4a06-9012-703f417f0ce2,2135.9,10.2,0,1,0.3185,84.8,1,0.3446,LAZY_SKIP
a60ab9e2-9236-490f-93ee-58c8b6b4dd90,91.4,39.6,1,0,0.0461,479.5,1,0.934,GENUINE_ATTEMPT
53d24d4a-0c3c-4455-a810-14532de084a0,299.5,18.4,1,1,0.0738,318.7,3,0.7598,GENUINE_ATTEMPT
446b4021-4998-4c17-b5dd-f41dc63b2abb,200.0,63.9,1,0,0.1198,220.6,2,0.75,GENUINE_BORDERLINE
51243acc-3852-4645-b76d-6efdbb73f4ce,186.2,56.9,1,0,0.0138,56.2,3,0.7532,GENUINE_ATTEMPT
bde2e8ee-e994-499f-aa8e-b77185df639c,2894.4,6.6,0,0,0.4326,14.7,3,0.2912,SHIFT_END_DUMP
c58ed9d6-1bdc-481b-a5ef-df664e78b333,446.3,54.5,1,0,0.0361,318.0,2,0.8512,GENUINE_ATTEMPT
7abaef87-da92-44af-a508-b8c81554c09a,2564.7,11.7,0,1,0.2125,295.5,3,0.3495,LAZY_SKIP
e74ede29-a16d-4d8a-9367-d27f583f5c9f,24.1,39.5,1,0,0.0682,199.8,1,0.8374,GENUINE_ATTEMPT
315b136d-2d22-43f8-8fa7-882cba169f11,93.1,21.2,0,0,0.0717,121.4,2,0.75,GENUINE_ATTEMPT
fc74ea26-a323-429a-a487-ca4e3881c804,1640.4,12.4,0,0,0.1767,289.7,2,0.45,LAZY_SKIP
474fd17f-7494-416e-be8e-ca6af71c991f,1525.2,23.3,0,0,0.1364,246.3,1,0.5973,GENUINE_BORDERLINE
9013f388-f248-4a7b-9e4e-c0cc1daed945,259.3,24.7,1,0,0.0573,462.3,2,0.9074,GENUINE_ATTEMPT
e9052c95-df8a-4190-83bc-66bdb922b094,3275.3,21.6,0,0,0.2753,61.0,2,0.45,LAZY_SKIP
5b296c33-9ac8-402b-843e-e8801ef1c614,270.4,44.8,1,1,0.0096,441.5,2,0.9201,GENUINE_ATTEMPT
83626e07-aff9-4e8b-84b9-4dbeaa315a46,107.0,32.6,1,1,0.0806,32.9,2,0.8007,GENUINE_ATTEMPT
86e81a1b-5927-42e7-8271-6728a8f66490,120.7,38.2,0,0,0.0694,405.7,1,0.75,GENUINE_ATTEMPT
b2f63f28-526b-4682-9d23-bf80fe8eafaa,233.5,46.1,1,0,0.0,33.7,1,0.7903,GENUINE_ATTEMPT
e3752afb-9878-48aa-8757-572fa7c27bfe,1553.3,8.6,0,0,0.278,10.0,3,0.45,LAZY_SKIP
22b69e36-a447-4107-bd64-0700eca6c9cc,117.4,28.2,1,1,0.0776,80.8,1,0.8422,GENUINE_ATTEMPT
4c81bfed-b54f-43b7-957e-2e6158796285,261.1,36.5,1,0,0.0933,183.8,1,0.8994,GENUINE_ATTEMPT
93c26595-bb1e-4947-8fc0-6d0f39ae0d45,3654.8,4.0,0,1,0.05,27.6,3,0.3,SHIFT_END_DUMP
3c6aa689-f02a-416b-8a02-4b9bf233a5b6,16.4,28.4,1,1,0.0638,274.0,2,0.8669,GENUINE_ATTEMPT
e02c2e72-1d8f-4b25-bbfb-ca5fba1be498,498.6,52.9,1,0,0.0622,196.5,2,0.8681,GENUINE_ATTEMPT
